feature_set,log_conflict,architecture,learning_rate,epoch,train_loss,validation_loss
baseline,False,32,0.0001,1,0.6774077981489676,0.6648331880569458
baseline,False,32,0.0001,2,0.6737024813228183,0.6610047817230225
baseline,False,32,0.0001,3,0.6700346956429658,0.6571498513221741
baseline,False,32,0.0001,4,0.6663680472197356,0.6534727811813354
baseline,False,32,0.0001,5,0.6626920150827479,0.6497719287872314
baseline,False,32,0.0001,6,0.6590041171179878,0.6459803581237793
baseline,False,32,0.0001,7,0.6552921933597988,0.6422301530838013
baseline,False,32,0.0001,8,0.6515332835691946,0.6385064721107483
baseline,False,32,0.0001,9,0.6477093526169105,0.6347506046295166
baseline,False,32,0.0001,10,0.6438398099828649,0.6308609843254089
baseline,False,32,0.0001,11,0.6398905002629316,0.6269850134849548
baseline,False,32,0.0001,12,0.6358720354680661,0.6230558753013611
baseline,False,32,0.0001,13,0.631766412169845,0.6190566420555115
baseline,False,32,0.0001,14,0.6275578753153483,0.6150508522987366
baseline,False,32,0.0001,15,0.623258475639202,0.6108782887458801
baseline,False,32,0.0001,16,0.6188374197924579,0.6066814661026001
baseline,False,32,0.0001,17,0.614305801656511,0.6024207472801208
baseline,False,32,0.0001,18,0.6096744445518211,0.5980716943740845
baseline,False,32,0.0001,19,0.6049002459314134,0.5936744213104248
baseline,False,32,0.0001,20,0.6000233082418088,0.5891109108924866
baseline,False,32,0.0001,21,0.5949975263630902,0.5845125913619995
baseline,False,32,0.0001,22,0.5898734833576061,0.5798547863960266
baseline,False,32,0.0001,23,0.5846377566125658,0.5749944448471069
baseline,False,32,0.0001,24,0.5792740205482201,0.570124089717865
baseline,False,32,0.0001,25,0.5738175568757233,0.5652048587799072
baseline,False,32,0.0001,26,0.568248275121053,0.560173749923706
baseline,False,32,0.0001,27,0.5625706828082049,0.5550534129142761
baseline,False,32,0.0001,28,0.5567947015938935,0.549866795539856
baseline,False,32,0.0001,29,0.550927526862533,0.5446233153343201
baseline,False,32,0.0001,30,0.5449850482410855,0.5393757820129395
baseline,False,32,0.0001,31,0.5389693892443621,0.5339942574501038
baseline,False,32,0.0001,32,0.532853895381645,0.5286063551902771
baseline,False,32,0.0001,33,0.5267184670766195,0.5231849551200867
baseline,False,32,0.0001,34,0.5204964742837129,0.5176846981048584
baseline,False,32,0.0001,35,0.514220207532247,0.5121697187423706
baseline,False,32,0.0001,36,0.5078792041760903,0.5066483020782471
baseline,False,32,0.0001,37,0.501556169545209,0.5010249018669128
baseline,False,32,0.0001,38,0.4951921991507212,0.4955187439918518
baseline,False,32,0.0001,39,0.4888437850828524,0.4899832308292389
baseline,False,32,0.0001,40,0.482514359553655,0.4844512641429901
baseline,False,32,0.0001,41,0.4761821638213264,0.4790665805339813
baseline,False,32,0.0001,42,0.46987364058141357,0.4736190140247345
baseline,False,32,0.0001,43,0.4635791857154281,0.4682394564151764
baseline,False,32,0.0001,44,0.4573284614086151,0.46287059783935547
baseline,False,32,0.0001,45,0.45110720184114245,0.4575129747390747
baseline,False,32,0.0001,46,0.44496096390265005,0.4522581100463867
baseline,False,32,0.0001,47,0.43886831173190366,0.4470306932926178
baseline,False,32,0.0001,48,0.4328221109178331,0.4419025778770447
baseline,False,32,0.0001,49,0.42685152490933737,0.4368627071380615
baseline,False,32,0.0001,50,0.42094599935743543,0.43181663751602173
baseline,False,32,0.0001,51,0.4151080822061609,0.426923543214798
baseline,False,32,0.0001,52,0.4093501502054709,0.4220670163631439
baseline,False,32,0.0001,53,0.403692699096821,0.4172857701778412
baseline,False,32,0.0001,54,0.39808929227016593,0.4126620590686798
baseline,False,32,0.0001,55,0.392596675908124,0.4080875515937805
baseline,False,32,0.0001,56,0.3871916186368024,0.4036213457584381
baseline,False,32,0.0001,57,0.38189461986223855,0.39920803904533386
baseline,False,32,0.0001,58,0.3766855610741509,0.39478954672813416
baseline,False,32,0.0001,59,0.371558431563554,0.390495240688324
baseline,False,32,0.0001,60,0.36655439606419316,0.3863409459590912
baseline,False,32,0.0001,61,0.3616281212259222,0.38222983479499817
baseline,False,32,0.0001,62,0.3568058400683933,0.3782069981098175
baseline,False,32,0.0001,63,0.3520942207618996,0.3742678463459015
baseline,False,32,0.0001,64,0.3474598898269512,0.3703994154930115
baseline,False,32,0.0001,65,0.34295565088589985,0.36659082770347595
baseline,False,32,0.0001,66,0.33853531987578783,0.3629855513572693
baseline,False,32,0.0001,67,0.3342100533291146,0.3593505322933197
baseline,False,32,0.0001,68,0.3299940655849598,0.3558835983276367
baseline,False,32,0.0001,69,0.32588377162262244,0.3525075614452362
baseline,False,32,0.0001,70,0.32186520386625217,0.3491840660572052
baseline,False,32,0.0001,71,0.31793118865401654,0.3459424376487732
baseline,False,32,0.0001,72,0.3140997144911024,0.3427833020687103
baseline,False,32,0.0001,73,0.31037059854578086,0.3396759033203125
baseline,False,32,0.0001,74,0.3067177148218508,0.33661866188049316
baseline,False,32,0.0001,75,0.30318017571060746,0.3336569368839264
baseline,False,32,0.0001,76,0.29971667439849287,0.3307715058326721
baseline,False,32,0.0001,77,0.29634386596856294,0.3279557526111603
baseline,False,32,0.0001,78,0.29306400727342674,0.32520508766174316
baseline,False,32,0.0001,79,0.2898619931715506,0.32254013419151306
baseline,False,32,0.0001,80,0.2867321632968055,0.3200053870677948
baseline,False,32,0.0001,81,0.2837193445364634,0.3174879252910614
baseline,False,32,0.0001,82,0.28074348383479647,0.31513920426368713
baseline,False,32,0.0001,83,0.2778768155751405,0.31273770332336426
baseline,False,32,0.0001,84,0.2750709686897419,0.310418963432312
baseline,False,32,0.0001,85,0.27233564469549393,0.30819663405418396
baseline,False,32,0.0001,86,0.2696997636335867,0.30600571632385254
baseline,False,32,0.0001,87,0.2671129256266135,0.3038139045238495
baseline,False,32,0.0001,88,0.2645987785304034,0.30179694294929504
baseline,False,32,0.0001,89,0.262150881378739,0.2997777462005615
baseline,False,32,0.0001,90,0.2597762042284012,0.29781728982925415
baseline,False,32,0.0001,91,0.25747325303377927,0.2959120273590088
baseline,False,32,0.0001,92,0.2552188906846223,0.29406774044036865
baseline,False,32,0.0001,93,0.2530366255177392,0.2922880947589874
baseline,False,32,0.0001,94,0.2509146512658508,0.2905063033103943
baseline,False,32,0.0001,95,0.24885663668314617,0.28872475028038025
baseline,False,32,0.0001,96,0.24687729897322477,0.28701838850975037
baseline,False,32,0.0001,97,0.2449027336968316,0.28543123602867126
baseline,False,32,0.0001,98,0.24301829547793777,0.28390905261039734
baseline,False,32,0.0001,99,0.24117842084831662,0.28239262104034424
baseline,False,32,0.0001,100,0.2393994179699156,0.2808537781238556
baseline,False,64-32,0.001,1,0.6323971386309023,0.6279056072235107
baseline,False,64-32,0.001,2,0.5907338812616136,0.57569819688797
baseline,False,64-32,0.001,3,0.5264110511762125,0.4956469237804413
baseline,False,64-32,0.001,4,0.4296976011770743,0.39681440591812134
baseline,False,64-32,0.001,5,0.31305582362192647,0.30254629254341125
baseline,False,64-32,0.001,6,0.22320324818293252,0.254189133644104
baseline,False,64-32,0.001,7,0.18691030965911018,0.2429775446653366
baseline,False,64-32,0.001,8,0.17825117490909717,0.24108324944972992
baseline,False,64-32,0.001,9,0.17465958635012307,0.23466138541698456
baseline,False,64-32,0.001,10,0.17105559119471797,0.22908325493335724
baseline,False,64-32,0.001,11,0.1673524785924841,0.22794711589813232
baseline,False,64-32,0.001,12,0.16342785552695946,0.21779659390449524
baseline,False,64-32,0.001,13,0.1592589067529749,0.2131926268339157
baseline,False,64-32,0.001,14,0.15552906174350667,0.2031121402978897
baseline,False,64-32,0.001,15,0.1511621164944437,0.20162221789360046
baseline,False,64-32,0.001,16,0.1480795419657672,0.19473418593406677
baseline,False,64-32,0.001,17,0.14539297741872292,0.19054044783115387
baseline,False,64-32,0.001,18,0.14315648981818446,0.18944966793060303
baseline,False,64-32,0.001,19,0.14163538975848092,0.1884450912475586
baseline,False,64-32,0.001,20,0.1401719359115318,0.18509790301322937
baseline,False,64-32,0.001,21,0.1390084237964065,0.1831674873828888
baseline,False,64-32,0.001,22,0.13806407206588323,0.1831432282924652
baseline,False,64-32,0.001,23,0.13722857775511565,0.18405956029891968
baseline,False,64-32,0.001,24,0.13656242578117936,0.18194615840911865
baseline,False,64-32,0.001,25,0.1358461363448037,0.18146295845508575
baseline,False,64-32,0.001,26,0.13507582400684004,0.18091332912445068
baseline,False,64-32,0.001,27,0.13476721209508402,0.1790682077407837
baseline,False,64-32,0.001,28,0.13450040698051452,0.18053801357746124
baseline,False,64-32,0.001,29,0.13369021150800917,0.17895561456680298
baseline,False,64-32,0.001,30,0.13331848861994566,0.1787533015012741
baseline,False,64-32,0.001,31,0.1335709156592687,0.1839311569929123
baseline,False,64-32,0.001,32,0.13324462360805936,0.17758722603321075
baseline,False,64-32,0.001,33,0.1321832338085881,0.17854474484920502
baseline,False,64-32,0.001,34,0.13182985995654706,0.1802278459072113
baseline,False,64-32,0.001,35,0.13144135174927887,0.1776786744594574
baseline,False,64-32,0.001,36,0.13117886695596906,0.17797604203224182
baseline,False,64-32,0.001,37,0.1311418859384678,0.17850294709205627
baseline,False,64-32,0.001,38,0.1305539356999927,0.17684343457221985
baseline,False,64-32,0.001,39,0.13029008801336642,0.17879076302051544
baseline,False,64-32,0.001,40,0.13031333910094367,0.17759214341640472
baseline,False,64-32,0.001,41,0.130199101070563,0.1767556518316269
baseline,False,64-32,0.001,42,0.12964079251995794,0.17850732803344727
baseline,False,64-32,0.001,43,0.1289259668522411,0.1765878051519394
baseline,False,64-32,0.001,44,0.12884436705598123,0.17710788547992706
baseline,False,64-32,0.001,45,0.12849651016570904,0.17631997168064117
baseline,False,64-32,0.001,46,0.12821943124135335,0.176993727684021
baseline,False,64-32,0.001,47,0.12806042666788453,0.1781207025051117
baseline,False,64-32,0.001,48,0.12787112753700328,0.17645813524723053
baseline,False,64-32,0.001,49,0.12757942771470104,0.17711086571216583
baseline,False,64-32,0.001,50,0.1275212652815713,0.17938187718391418
baseline,False,64-32,0.001,51,0.12723904073238373,0.17582224309444427
baseline,False,64-32,0.001,52,0.12666308660198142,0.17780771851539612
baseline,False,64-32,0.001,53,0.12741270261782187,0.17663295567035675
baseline,False,64-32,0.001,54,0.12657561001954254,0.1759033203125
baseline,False,64-32,0.001,55,0.1261723566276056,0.17780701816082
baseline,False,64-32,0.001,56,0.1260661984483401,0.1761287897825241
baseline,False,64-32,0.001,57,0.12667194662270723,0.17664900422096252
baseline,False,64-32,0.001,58,0.12554665812739618,0.17940503358840942
baseline,False,64-32,0.001,59,0.12546521842479705,0.17667759954929352
baseline,False,64-32,0.0001,1,0.6462109601939166,0.6607242226600647
baseline,False,64-32,0.0001,2,0.6427379116305598,0.6572593450546265
baseline,False,64-32,0.0001,3,0.6392396599275094,0.6536998152732849
baseline,False,64-32,0.0001,4,0.6356703489798087,0.6502628326416016
baseline,False,64-32,0.0001,5,0.6319816128412883,0.6466156244277954
baseline,False,64-32,0.0001,6,0.628133941049929,0.6425703763961792
baseline,False,64-32,0.0001,7,0.6240487116354483,0.638245701789856
baseline,False,64-32,0.0001,8,0.6196209914595993,0.633581817150116
baseline,False,64-32,0.0001,9,0.6147140212412233,0.6284435987472534
baseline,False,64-32,0.0001,10,0.6092503379009389,0.6225298643112183
baseline,False,64-32,0.0001,11,0.6031157047660263,0.6161282062530518
baseline,False,64-32,0.0001,12,0.596323861722593,0.6091346740722656
baseline,False,64-32,0.0001,13,0.588863970791852,0.6015023589134216
baseline,False,64-32,0.0001,14,0.5807168946442781,0.5933787822723389
baseline,False,64-32,0.0001,15,0.5718889653241193,0.5844448804855347
baseline,False,64-32,0.0001,16,0.5622644142751341,0.5748959183692932
baseline,False,64-32,0.0001,17,0.5518414196261653,0.5646994709968567
baseline,False,64-32,0.0001,18,0.5407083425698457,0.5538480281829834
baseline,False,64-32,0.0001,19,0.5288575544180694,0.5426180362701416
baseline,False,64-32,0.0001,20,0.5164769381063956,0.5307145714759827
baseline,False,64-32,0.0001,21,0.5035111419359843,0.5185162425041199
baseline,False,64-32,0.0001,22,0.4901017675576387,0.5060696005821228
baseline,False,64-32,0.0001,23,0.47624125237818116,0.492906391620636
baseline,False,64-32,0.0001,24,0.4619116495273731,0.4797041714191437
baseline,False,64-32,0.0001,25,0.447206239523711,0.4663406014442444
baseline,False,64-32,0.0001,26,0.4320684355718118,0.45263341069221497
baseline,False,64-32,0.0001,27,0.416661938517182,0.43877914547920227
baseline,False,64-32,0.0001,28,0.40119830122700445,0.4250445067882538
baseline,False,64-32,0.0001,29,0.3858345448529279,0.411487340927124
baseline,False,64-32,0.0001,30,0.3707272330919901,0.3983592987060547
baseline,False,64-32,0.0001,31,0.35602194596219944,0.3852861225605011
baseline,False,64-32,0.0001,32,0.3417211862846657,0.37287983298301697
baseline,False,64-32,0.0001,33,0.3281496499644385,0.3612367510795593
baseline,False,64-32,0.0001,34,0.3151791126198239,0.35009732842445374
baseline,False,64-32,0.0001,35,0.3029500941877012,0.33980587124824524
baseline,False,64-32,0.0001,36,0.29142283267445035,0.33020713925361633
baseline,False,64-32,0.0001,37,0.28078695160371286,0.3209839165210724
baseline,False,64-32,0.0001,38,0.27085704728409093,0.3128884732723236
baseline,False,64-32,0.0001,39,0.26175961454709373,0.30533406138420105
baseline,False,64-32,0.0001,40,0.2534472320697926,0.2984246015548706
baseline,False,64-32,0.0001,41,0.24583803845776453,0.29262953996658325
baseline,False,64-32,0.0001,42,0.23888159853440744,0.287004292011261
baseline,False,64-32,0.0001,43,0.2326065884254597,0.28195932507514954
baseline,False,64-32,0.0001,44,0.2269453564396611,0.2773049473762512
baseline,False,64-32,0.0001,45,0.22180948654810587,0.27291736006736755
baseline,False,64-32,0.0001,46,0.21721277718190793,0.2692440450191498
baseline,False,64-32,0.0001,47,0.21308617885465975,0.2657298743724823
baseline,False,64-32,0.0001,48,0.2093240996643349,0.2627040147781372
baseline,False,64-32,0.0001,49,0.20598203089502123,0.26008278131484985
baseline,False,64-32,0.0001,50,0.20295112525975262,0.25741544365882874
baseline,False,64-32,0.0001,51,0.20020313653681013,0.2553500235080719
baseline,False,64-32,0.0001,52,0.19774079082188784,0.25334811210632324
baseline,False,64-32,0.0001,53,0.19555894441074795,0.25152143836021423
baseline,False,64-32,0.0001,54,0.1935016135374705,0.25020095705986023
baseline,False,64-32,0.0001,55,0.19170562300417157,0.24873264133930206
baseline,False,64-32,0.0001,56,0.19004778285821278,0.24746417999267578
baseline,False,64-32,0.0001,57,0.18854902503667054,0.24622003734111786
baseline,False,64-32,0.0001,58,0.18715954213230698,0.24463826417922974
baseline,False,64-32,0.0001,59,0.18587251837606783,0.24336329102516174
baseline,False,64-32,0.0001,60,0.1847277620324382,0.24255292117595673
baseline,False,64-32,0.0001,61,0.18363342960675558,0.24155977368354797
baseline,False,64-32,0.0001,62,0.18263202548027038,0.2406548708677292
baseline,False,64-32,0.0001,63,0.18172291106647914,0.23977252840995789
baseline,False,64-32,0.0001,64,0.1808351633725343,0.23882713913917542
baseline,False,64-32,0.0001,65,0.1800470695009938,0.23786914348602295
baseline,False,64-32,0.0001,66,0.17927651345729828,0.23757041990756989
baseline,False,64-32,0.0001,67,0.17856136054904373,0.23659847676753998
baseline,False,64-32,0.0001,68,0.1778760739609047,0.2361500859260559
baseline,False,64-32,0.0001,69,0.17723421865039402,0.235702246427536
baseline,False,64-32,0.0001,70,0.17662598181653905,0.2351110726594925
baseline,False,64-32,0.0001,71,0.17602880533094759,0.23449856042861938
baseline,False,64-32,0.0001,72,0.1754613399505615,0.23386594653129578
baseline,False,64-32,0.0001,73,0.1749161837277589,0.2331957221031189
baseline,False,64-32,0.0001,74,0.17438147840676485,0.23238153755664825
baseline,False,64-32,0.0001,75,0.1738800158324065,0.23176409304141998
baseline,False,64-32,0.0001,76,0.17338544333422626,0.23110471665859222
baseline,False,64-32,0.0001,77,0.17290130891181804,0.2305092066526413
baseline,False,64-32,0.0001,78,0.1724119775162803,0.23002560436725616
baseline,False,64-32,0.0001,79,0.17194709133218836,0.2294897437095642
baseline,False,64-32,0.0001,80,0.17148701575067307,0.22919446229934692
baseline,False,64-32,0.0001,81,0.17103501639984273,0.22873887419700623
baseline,False,64-32,0.0001,82,0.1705922245979309,0.22855472564697266
baseline,False,64-32,0.0001,83,0.17014353681493688,0.22781187295913696
baseline,False,64-32,0.0001,84,0.16970536757398536,0.2271868884563446
baseline,False,64-32,0.0001,85,0.169285256045836,0.22675268352031708
baseline,False,64-32,0.0001,86,0.16884114298555586,0.22633934020996094
baseline,False,64-32,0.0001,87,0.1684306805001365,0.2254450023174286
baseline,False,64-32,0.0001,88,0.16799391954033463,0.2252218872308731
baseline,False,64-32,0.0001,89,0.1675568064495369,0.22466547787189484
baseline,False,64-32,0.0001,90,0.1671399411227968,0.22403641045093536
baseline,False,64-32,0.0001,91,0.16672149128384062,0.22363722324371338
baseline,False,64-32,0.0001,92,0.16629933533845123,0.2231019288301468
baseline,False,64-32,0.0001,93,0.1658892950967506,0.22256964445114136
baseline,False,64-32,0.0001,94,0.16546699190581288,0.22175686061382294
baseline,False,64-32,0.0001,95,0.16505857145344768,0.2206873893737793
baseline,False,64-32,0.0001,96,0.16463427446506643,0.22015410661697388
baseline,False,64-32,0.0001,97,0.16420293344391718,0.21983739733695984
baseline,False,64-32,0.0001,98,0.16377471546332042,0.21967612206935883
baseline,False,64-32,0.0001,99,0.1633303016424179,0.21908512711524963
baseline,False,64-32,0.0001,100,0.1628456625673506,0.21808211505413055
baseline,False,128-64,0.001,1,0.6322686206852948,0.5823359489440918
baseline,False,128-64,0.001,2,0.4827602782955876,0.42382198572158813
baseline,False,128-64,0.001,3,0.30416750704800644,0.2836492359638214
baseline,False,128-64,0.001,4,0.2016614352773737,0.25072023272514343
baseline,False,128-64,0.001,5,0.18322828663720025,0.2454826682806015
baseline,False,128-64,0.001,6,0.17830936038935627,0.23666353523731232
baseline,False,128-64,0.001,7,0.1722567242383957,0.2306249737739563
baseline,False,128-64,0.001,8,0.16802802436881595,0.2283017784357071
baseline,False,128-64,0.001,9,0.16450606173939175,0.2222314178943634
baseline,False,128-64,0.001,10,0.16072222850940845,0.21805144846439362
baseline,False,128-64,0.001,11,0.1569405170502486,0.21776098012924194
baseline,False,128-64,0.001,12,0.15294369328905036,0.20663048326969147
baseline,False,128-64,0.001,13,0.1489064708020952,0.20370075106620789
baseline,False,128-64,0.001,14,0.14614638809804564,0.19291184842586517
baseline,False,128-64,0.001,15,0.14218129054263787,0.1947878897190094
baseline,False,128-64,0.001,16,0.14019231023611844,0.18811242282390594
baseline,False,128-64,0.001,17,0.1382264785634147,0.18539701402187347
baseline,False,128-64,0.001,18,0.13656316940431243,0.18475018441677094
baseline,False,128-64,0.001,19,0.13544765972428852,0.18532143533229828
baseline,False,128-64,0.001,20,0.13433669295575884,0.1830262541770935
baseline,False,128-64,0.001,21,0.13339106495733613,0.18065187335014343
baseline,False,128-64,0.001,22,0.13259911115522738,0.18056395649909973
baseline,False,128-64,0.001,23,0.13194723586241405,0.181451216340065
baseline,False,128-64,0.001,24,0.13122787835421384,0.18193084001541138
baseline,False,128-64,0.001,25,0.13089005064081263,0.17993377149105072
baseline,False,128-64,0.001,26,0.12976083208013464,0.1781078577041626
baseline,False,128-64,0.001,27,0.12945374645568705,0.17815980315208435
baseline,False,128-64,0.001,28,0.12928214404318067,0.1780792474746704
baseline,False,128-64,0.001,29,0.128357824296863,0.17805708944797516
baseline,False,128-64,0.001,30,0.1276980209571344,0.17785139381885529
baseline,False,128-64,0.001,31,0.1279527821805742,0.18157196044921875
baseline,False,128-64,0.001,32,0.12730587391941636,0.17867934703826904
baseline,False,128-64,0.001,33,0.12692893039297173,0.17772825062274933
baseline,False,128-64,0.001,34,0.12549252462607843,0.178875133395195
baseline,False,128-64,0.001,35,0.12528061735409277,0.17854362726211548
baseline,False,128-64,0.001,36,0.12478145610403131,0.17763763666152954
baseline,False,128-64,0.001,37,0.12466972686626293,0.1820673942565918
baseline,False,128-64,0.001,38,0.12426586652243579,0.1781061291694641
baseline,False,128-64,0.001,39,0.12349254323376549,0.17908696830272675
baseline,False,128-64,0.001,40,0.12321785732551857,0.1823563426733017
baseline,False,128-64,0.001,41,0.12305690231146636,0.17948496341705322
baseline,False,128-64,0.0001,1,0.6836958735960501,0.6755496859550476
baseline,False,128-64,0.0001,2,0.6704463031556871,0.6655375957489014
baseline,False,128-64,0.0001,3,0.6571035947623076,0.6550647616386414
baseline,False,128-64,0.0001,4,0.6434501545517533,0.6446703672409058
baseline,False,128-64,0.0001,5,0.629066606009448,0.6332496404647827
baseline,False,128-64,0.0001,6,0.6136837250215036,0.6201210021972656
baseline,False,128-64,0.0001,7,0.596927550986961,0.605603814125061
baseline,False,128-64,0.0001,8,0.5784125811965377,0.589423656463623
baseline,False,128-64,0.0001,9,0.5579300551944308,0.5712483525276184
baseline,False,128-64,0.0001,10,0.5357099330866778,0.5507641434669495
baseline,False,128-64,0.0001,11,0.511937629337664,0.5293042063713074
baseline,False,128-64,0.0001,12,0.4872513301284225,0.5070692896842957
baseline,False,128-64,0.0001,13,0.46202259968828274,0.48416009545326233
baseline,False,128-64,0.0001,14,0.43656869539508114,0.46152403950691223
baseline,False,128-64,0.0001,15,0.41141123996840584,0.4387834072113037
baseline,False,128-64,0.0001,16,0.3866900482442644,0.4170737564563751
